conversation_id,root_tweet_id,customer_id,preliminary_intent,customer_initial_query,clean_customer_query,agent_first_reply,clean_agent_reply,num_turns,has_link_or_dm
conv_145201,145201,148902,camera_photos,@AppleSupport suddenly my back camera of iPhone 7 Plus stops working & I called to Apple care.they run diagnostic test & told me your camera sensor is not working.u need to pay for tht,suddenly my back camera of iPhone 7 Plus stops working & I called to Apple care.they run diagnostic test & told me your camera sensor is not working.u need to pay for tht,@148902 We've received your DM and will continue there with you to discuss this further.,We've received your DM and will continue there with you to discuss this further.,2,True
conv_146589,146589,149271,camera_photos,My phone deleted a lot of good photos from a time ago. @AppleSupport @115858 what’s good?! https://t.co/rQNXE6M19Z,My phone deleted a lot of good photos from a time ago. @AppleSupport @115858 what’s good?!,"@149271 We understand the importance in wanting to cherish memories and look back on them, so let's check this out together. To get started, which iPhone & iOS version are you using? Also, was an album removed or just random photos?","We understand the importance in wanting to cherish memories and look back on them, so let's check this out together. To get started, which iPhone & iOS version are you using? Also, was an album removed or just random photos?",2,False
conv_149977,149977,150189,camera_photos,I’ve restarted my phone and it still has the same issue. My back camera is pitch black but my front camera works just fine. HELP ☹️ @AppleSupport  @115858 https://t.co/FpJDQUc5er,I’ve restarted my phone and it still has the same issue. My back camera is pitch black but my front camera works just fine. HELP ☹️ @AppleSupport @115858,"@150189 Hi. We are here to help. Send us a DM, and we’ll take a look into this https://t.co/GDrqU22YpT","Hi. We are here to help. Send us a DM, and we’ll take a look into this",3,True
conv_152881,152881,150970,camera_photos,"@AppleSupport hi, I had over 400 pictures. wHERE THE FUCK DID THEY GO https://t.co/QRNCAd9XrN","hi, I had over 400 pictures. wHERE THE FUCK DID THEY GO",@150970 We know pictures are precious and want to help. Do you use iCloud photos? Has your iPhone been restarted since you noticed this?,We know pictures are precious and want to help. Do you use iCloud photos? Has your iPhone been restarted since you noticed this?,6,False
conv_171738,171738,156102,camera_photos,iPhone X Face ID/camera doesn’t work for me after having it for 2 days. Why you gotta do this to me @AppleSupport?,iPhone X Face ID/camera doesn’t work for me after having it for 2 days. Why you gotta do this to me @AppleSupport?,@156102 We're here for you. What happens when you try to use Face ID? Is your front-facing camera functioning as normal for photos?,We're here for you. What happens when you try to use Face ID? Is your front-facing camera functioning as normal for photos?,9,False
conv_171753,171753,156108,camera_photos,Why can’t I view my photos & videos without internet connection ? @AppleSupport,Why can’t I view my photos & videos without internet connection ? @AppleSupport,"@156108 Do you currently have the iCloud Photo Library enabled? If you do, and have it to optimize storage, that can happen.

You can read more on that here: https://t.co/8YUslsnsM5","Do you currently have the iCloud Photo Library enabled? If you do, and have it to optimize storage, that can happen. You can read more on that here:",2,True
conv_176990,176990,118241,camera_photos,@AppleSupport All of my pictures just deleted off my phone! My phone blacked and now allthr pictures are gone.,All of my pictures just deleted off my phone! My phone blacked and now allthr pictures are gone.,@118241 Let us help you get this sorted out. DM us so we can better assist you: https://t.co/GDrqU22YpT,Let us help you get this sorted out. DM us so we can better assist you:,2,True
conv_176997,176997,157655,camera_photos,"@AppleSupport Using Sierra, Photos V2.0. Making a calendar. How do I change the number of photos on the particular month? Example, there is one photo on the month now. I want, two or three or four. How do I do this?","Using Sierra, Photos V2.0. Making a calendar. How do I change the number of photos on the particular month? Example, there is one photo on the month now. I want, two or three or four. How do I do this?",@157655 We want to make sure this gets looked into for you. Contact our experts for Photos here:  https://t.co/IBIY3vMgPj,We want to make sure this gets looked into for you. Contact our experts for Photos here:,2,True
conv_177850,177850,157893,camera_photos,TELL ME WHY MY IPHONE DELETED ALL BUT 63 OF MY PHOTOS.... R U JOKING ME @AppleSupport,TELL ME WHY MY IPHONE DELETED ALL BUT 63 OF MY PHOTOS.... R U JOKING ME @AppleSupport,@157893 We certainly don't like to hear that. Let's look into this together. Please send us a DM with your iOS version and we will go from there. https://t.co/GDrqU22YpT,We certainly don't like to hear that. Let's look into this together. Please send us a DM with your iOS version and we will go from there.,2,True
conv_181417,181417,158619,camera_photos,@AppleSupport I just got a new iPhone but my pictures aren’t downloading from my old one...what do I do??,I just got a new iPhone but my pictures aren’t downloading from my old one...what do I do??,@158619 You’re in the right spot and we’ll do everything we can to help you. Are you using the iCloud Photo Library? Did you restore this new iPhone from a backup of your previous iPhone?,You’re in the right spot and we’ll do everything we can to help you. Are you using the iCloud Photo Library? Did you restore this new iPhone from a backup of your previous iPhone?,4,False
conv_181442,181442,158625,camera_photos,@AppleSupport  how long is it going to take for my backup to complete on my iPhone X !? It’s been hours and my pictures still haven’t been added into my picture app yet 😰,how long is it going to take for my backup to complete on my iPhone X !? It’s been hours and my pictures still haven’t been added into my picture app yet 😰,"@158625 We'd like to help with both issues, starting with your iPhone backing up. Has it finished backing up in iTunes or does it still show a progress bar or another indication it's still backing up?

How long has it been backing up and what kind of comptuer do you have?","We'd like to help with both issues, starting with your iPhone backing up. Has it finished backing up in iTunes or does it still show a progress bar or another indication it's still backing up? How long has it been backing up and what kind of comptuer do you have?",5,False
conv_184393,184393,159398,camera_photos,@AppleSupport you deleted all my messages and pictures 😡😒,you deleted all my messages and pictures 😡😒,"@159398 We never like to hear about data missing and will do what we can to recover it. Please send us a DM and let us know what was going on with the iPhone just prior to this happening. Restart, update or possibly something more? https://t.co/GDrqU22YpT","We never like to hear about data missing and will do what we can to recover it. Please send us a DM and let us know what was going on with the iPhone just prior to this happening. Restart, update or possibly something more?",2,True
conv_187449,187449,159988,camera_photos,@AppleSupport in my camera roll it keeps saying restoring ... but it isn't restoring any photos please help,in my camera roll it keeps saying restoring ... but it isn't restoring any photos please help,@159988 Let's continue in DM and we'll work from there. https://t.co/GDrqU22YpT,Let's continue in DM and we'll work from there.,2,True
conv_188161,188161,160152,camera_photos,my phone just turned on and off by itself then deleted my entire camera roll @AppleSupport pls explain urself https://t.co/95YC0wzG0J,my phone just turned on and off by itself then deleted my entire camera roll @AppleSupport pls explain urself,"@160152 We'd love to help! A few questions. Do you use iCloud Photo Library? Where do you make regular iPhone backups, iCloud or iTunes?","We'd love to help! A few questions. Do you use iCloud Photo Library? Where do you make regular iPhone backups, iCloud or iTunes?",2,False
conv_188341,188341,160193,camera_photos,"Hello can u explain how I lost 2,000 photos overnight please @AppleSupport","Hello can u explain how I lost 2,000 photos overnight please @AppleSupport",@160193 We want to be sure you get the help you need. Getting in touch with our Photos specialists here: https://t.co/IBIY3vMgPj,We want to be sure you get the help you need. Getting in touch with our Photos specialists here:,2,True
conv_188443,188443,160220,camera_photos,@AppleSupport do you want to tell me what’s going on with my #iphone8plus rear camera? It’s not even 1 week old. #faulty #iphone https://t.co/8qD0cNrxZN,do you want to tell me what’s going on with my #iphone8plus rear camera? It’s not even 1 week old. #faulty #iphone,@160220 We're here to help. Which iOS version is your device currently running? This can be found under Settings > General > About.,We're here to help. Which iOS version is your device currently running? This can be found under Settings > General > About.,8,False
conv_193625,193625,161523,camera_photos,"@AppleSupport Is the portrait mode available only in 8+ and not 8?? If yes, why wasn’t this mentioned anywhere, like in any of the adverts??","Is the portrait mode available only in 8+ and not 8?? If yes, why wasn’t this mentioned anywhere, like in any of the adverts??",@161523 Portrait mode is available on iPhone 7 Plus and iPhone 8 Plus. Find out more information here: https://t.co/drOvetzcfb,Portrait mode is available on iPhone 7 Plus and iPhone 8 Plus. Find out more information here:,7,True
conv_193684,193684,161542,camera_photos,"hey @AppleSupport could you explain why 3,000 of my photos on my phone were just randomly deleted thanks","hey @AppleSupport could you explain why 3,000 of my photos on my phone were just randomly deleted thanks",@161542 We're here to help! We have received your DM and will be responding there momentarily.,We're here to help! We have received your DM and will be responding there momentarily.,2,True
conv_203514,203514,164157,camera_photos,@AppleSupport https://t.co/DcSrdWNuPm says “Photos is locked” and full-res photos can’t be downloaded. Since about at least 3PM EST.,says “Photos is locked” and full-res photos can’t be downloaded. Since about at least 3PM EST.,"@164157 We're here for you. Does this just happen on https://t.co/tmRhWEkIq4, or does it happen on other devices such as in the Photos App?",We're here for you. Does this just happen on or does it happen on other devices such as in the Photos App?,2,True
conv_211181,211181,166025,camera_photos,@AppleSupport Ok so why are all my pictures in my library blurred out and have an exclamation mark on the bottom right corner??! #help,Ok so why are all my pictures in my library blurred out and have an exclamation mark on the bottom right corner??! #help,@166025 We just got your DM about this and we'll follow up with you there shortly.,We just got your DM about this and we'll follow up with you there shortly.,2,True
conv_215767,215767,167307,camera_photos,"@AppleSupport why has #HighSierra destroyed blank background PNG images in Photos? Some now inconsistently have square, white BGs","why has #HighSierra destroyed blank background PNG images in Photos? Some now inconsistently have square, white BGs",@167307 Thanks for reaching out. Let's get you in touch with our Photos experts for a look. Reach them here: https://t.co/IBIY3vMgPj,Thanks for reaching out. Let's get you in touch with our Photos experts for a look. Reach them here:,4,True
conv_216133,216133,167384,camera_photos,@115858 @AppleSupport how come I get my phone replaced with a new iPhone 7 and everything is here but my photos and my brother bought a iPhone X and had the exact same problem,how come I get my phone replaced with a new iPhone 7 and everything is here but my photos and my brother bought a iPhone X and had the exact same problem,"@167384 We want to help you get your content transferred to your new phone without issues? How did you set up the new phone, did you restore from a backup?","We want to help you get your content transferred to your new phone without issues? How did you set up the new phone, did you restore from a backup?",5,False
conv_228288,228288,170418,camera_photos,@AppleSupport hi ever since I updated my phone to ios11 my rear camera hasn't worked properly please help,hi ever since I updated my phone to ios11 my rear camera hasn't worked properly please help,@170418 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together. https://t.co/GDrqU22YpT,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this together.,2,True
conv_228295,228295,170420,camera_photos,"@AppleSupport My iPhone 6 camera is buggy. When I open it, it's just black and cannot take any photo (even selfie). What do I do?","My iPhone 6 camera is buggy. When I open it, it's just black and cannot take any photo (even selfie). What do I do?","@170420 We know having great shots from your camera is important, and we can help solve this issue with you. DM us to get started. https://t.co/GDrqU22YpT","We know having great shots from your camera is important, and we can help solve this issue with you. DM us to get started.",2,True
conv_235027,235027,171973,camera_photos,@115858 @AppleSupport PLEASE HELP my computer is about to go to crap and I'm about to loose ALL MY WEDDING and photos of my husband and I,PLEASE HELP my computer is about to go to crap and I'm about to loose ALL MY WEDDING and photos of my husband and I,@171973 We are here to help. Send us a DM with more details about your issue so we can help you there. https://t.co/GDrqU22YpT,We are here to help. Send us a DM with more details about your issue so we can help you there.,3,True
conv_239244,239244,172849,camera_photos,"updated Ios11 but it still sucks, even my camera takes time to load... @AppleSupport","updated Ios11 but it still sucks, even my camera takes time to load... @AppleSupport",@172849 We'd like to help. Which device is this happening on?,We'd like to help. Which device is this happening on?,4,False
conv_241434,241434,173320,camera_photos,@115858 & @AppleSupport what do you think about this 2 pictures ? #MacBookPro #2017 https://t.co/jFcDHZZ5gZ,& @AppleSupport what do you think about this 2 pictures ? #MacBookPro #2017,@173320 Let's figure out what's going on. Does this happen immediately at start up? Reply in DM so we can gather some more information. https://t.co/GDrqU22YpT,Let's figure out what's going on. Does this happen immediately at start up? Reply in DM so we can gather some more information.,2,True
conv_242579,242579,173620,camera_photos,@AppleSupport none of my photos have went onto my new iPhone device eventhough they were backed up and I’ve tried everything I know of m??,none of my photos have went onto my new iPhone device eventhough they were backed up and I’ve tried everything I know of m??,@173620 You came to the right place! Did you back-up your data with iCloud or iTunes? See if this helps: https://t.co/lOVrD5pu5o,You came to the right place! Did you back-up your data with iCloud or iTunes? See if this helps:,4,True
conv_245107,245107,174192,camera_photos,"@AppleSupport i updated to ios11 and some photos got deleted, what's up with this?","i updated to ios11 and some photos got deleted, what's up with this?",@174192 Let's work together to get your photos back. Do you use iCloud Photo Library to manage your photos?,Let's work together to get your photos back. Do you use iCloud Photo Library to manage your photos?,6,False
conv_246335,246335,174517,camera_photos,"@AppleSupport Hey Apple ... is there a way to force Apple Photos to refresh the library? Took a ton of photos yesterday, but many are MIA.","Hey Apple ... is there a way to force Apple Photos to refresh the library? Took a ton of photos yesterday, but many are MIA.","@174517 We're happy to help. Can you view the photos on the device you took them with, or is that where you're unable to see them?","We're happy to help. Can you view the photos on the device you took them with, or is that where you're unable to see them?",4,False
conv_249290,249290,175227,camera_photos,So how do you put your pictures from your old phone to the new phone? @AppleSupport,So how do you put your pictures from your old phone to the new phone? @AppleSupport,@175227 Congrats on the new iPhone! Our website here has some information that should help you: https://t.co/lOVrD5pu5o DM us if you have any questions. https://t.co/GDrqU22YpT,Congrats on the new iPhone! Our website here has some information that should help you: DM us if you have any questions.,2,True
conv_249331,249331,175239,camera_photos,@AppleSupport put all my PICTURES AND SHIT BACK,put all my PICTURES AND SHIT BACK,"@175239 Hi. Photos are an extremely important part of why we use our mobile devices. We'd absolutely love to help with direction or a resolution on this concern. If you use iCloud Photo, did you refresh your connection? Send us a DM and let us know. https://t.co/GDrqU22YpT","Hi. Photos are an extremely important part of why we use our mobile devices. We'd absolutely love to help with direction or a resolution on this concern. If you use iCloud Photo, did you refresh your connection? Send us a DM and let us know.",2,True
conv_252871,252871,176093,camera_photos,@AppleSupport where all my pictures and videos gone?,where all my pictures and videos gone?,@176093 We can help. When did the pictures and videos stop showing up? Were any changes made to the device?,We can help. When did the pictures and videos stop showing up? Were any changes made to the device?,6,False
conv_253485,253485,176257,camera_photos,Can’t save pictures sent in @4305 to my camera roll (iPhone). Is this a bug with the iOS11? @AppleSupport,Can’t save pictures sent in @4305 to my camera roll (iPhone). Is this a bug with the iOS11? @AppleSupport,@176257 Thanks for contacting us. We'd like to help out the best we can. Does this happen with any other apps?,Thanks for contacting us. We'd like to help out the best we can. Does this happen with any other apps?,4,False
conv_254704,254704,176537,camera_photos,"@AppleSupport hi guys I’ve been trying to add a picture to my signature on the iPhone and it won’t show properly, do u know how I can do it? https://t.co/4U4gqOuB1Y","hi guys I’ve been trying to add a picture to my signature on the iPhone and it won’t show properly, do u know how I can do it?",@176537 Hi. Currently this is not supported on iOS. Feel free to submit feedback here:  https://t.co/eTPVYVX94G,Hi. Currently this is not supported on iOS. Feel free to submit feedback here:,3,True
conv_259432,259432,177695,camera_photos,How annoying is the new screenshot? @AppleSupport go back to regular screenshot NOW,How annoying is the new screenshot? @AppleSupport go back to regular screenshot NOW,@177695 Thanks for reaching out! We'd recommend leaving that request on our feedback page: https://t.co/eTPVYVFyd8,Thanks for reaching out! We'd recommend leaving that request on our feedback page:,3,True
conv_277533,277533,182296,camera_photos,@AppleSupport my rear facing camera in my iPhone 6s isn’t working. I’ve restarted my phone 3 times and closed and re opened apps. Why?,my rear facing camera in my iPhone 6s isn’t working. I’ve restarted my phone 3 times and closed and re opened apps. Why?,"@182296 We want to help. DM us which country you're in and which iOS you have on your iPhone. Also, does the front camera work? https://t.co/GDrqU22YpT","We want to help. DM us which country you're in and which iOS you have on your iPhone. Also, does the front camera work?",2,True
conv_282833,282833,183380,camera_photos,@AppleSupport @115858  come up with a feature in photos that lets ppl know If they have copies of the same pictures in there gallery!!!,come up with a feature in photos that lets ppl know If they have copies of the same pictures in there gallery!!!,@183380 We recommend leaving feedback to have this ability considered for a future update:  https://t.co/eTPVYVFyd8,We recommend leaving feedback to have this ability considered for a future update:,2,True
conv_291392,291392,185380,camera_photos,.@AppleSupport How does one do video portrait mode as you show in this vid? iPhone 8 Plus — Apple https://t.co/0kwLyNZWyR via @126972,.@AppleSupport How does one do video portrait mode as you show in this vid? iPhone 8 Plus — Apple via @126972,@185380 Thanks for reaching out to us. Please send us a DM and we can chat with you there. https://t.co/GDrqU22YpT,Thanks for reaching out to us. Please send us a DM and we can chat with you there.,2,True
conv_292386,292386,166042,camera_photos,@AppleSupport What is the point of FaceTime Live Photo’s if I don’t have live photo’s........... https://t.co/5Ic05FuM1P,What is the point of FaceTime Live Photo’s if I don’t have live photo’s...........,@166042 Which device and version of iOS are you using? Let us know in DM to begin. https://t.co/GDrqU22YpT,Which device and version of iOS are you using? Let us know in DM to begin.,2,True
conv_301109,301109,187815,camera_photos,@115858 Why can’t we sort Messages and Photos latest at top to oldest at bottom like Twitter? @AppleSupport #ux,Why can’t we sort Messages and Photos latest at top to oldest at bottom like Twitter? @AppleSupport #ux,@187815 Check out our feedback website. There you can leave your suggestions and have your voice heard: https://t.co/eTPVYVFyd8,Check out our feedback website. There you can leave your suggestions and have your voice heard:,2,True
conv_320678,320678,192406,camera_photos,@AppleSupport can yawl like fix my flashlight 😫 i’m tryna take some pictures of my hairless cat and i can’t because my flash don’t work,can yawl like fix my flashlight 😫 i’m tryna take some pictures of my hairless cat and i can’t because my flash don’t work,"@192406 You've come to the right place, we'll do all we can to help. Are you able to turn on the flash light in the Control Center.","You've come to the right place, we'll do all we can to help. Are you able to turn on the flash light in the Control Center.",2,False
conv_752,752,115867,audio_sound,"@AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much & sound is still on Mac not tv?","my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much & sound is still on Mac not tv?",@115867 We'd like to get you speaking to our experts here: https://t.co/IBIY3vMgPj,We'd like to get you speaking to our experts here:,3,True
conv_1781,1781,116104,audio_sound,@AppleSupport why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,why can’t I change ringer volume with the buttons? Whose dumb idea was it to change that and how do they still have a job?,@116104 Let us look into that. What device and OS version are you using?,Let us look into that. What device and OS version are you using?,2,False
conv_23166,23166,121044,audio_sound,My worst fear came true... my iPhone alarm isn’t working and never went off this morning  @AppleSupport,My worst fear came true... my iPhone alarm isn’t working and never went off this morning @AppleSupport,"@121044 Hello. We are here to help. Has this happened previously. Also, what is your iOS version?","Hello. We are here to help. Has this happened previously. Also, what is your iOS version?",4,False
conv_31962,31962,123068,audio_sound,@AppleSupport AirPods are connected but don’t play audio anymore any troubleshooting tips?,AirPods are connected but don’t play audio anymore any troubleshooting tips?,"@123068 We can certainly take a look!  To begin, does this occur with all devices or just one?","We can certainly take a look! To begin, does this occur with all devices or just one?",8,False
conv_38861,38861,124480,audio_sound,My alarm never went off this morning and I have no idea why @AppleSupport help,My alarm never went off this morning and I have no idea why @AppleSupport help,@124480 We want you to be able to wake up on time. Is this the first time this happened?,We want you to be able to wake up on time. Is this the first time this happened?,9,False
conv_38882,38882,124483,audio_sound,"@applesupport My iphone 6s hs crackling sound coming on call and whn I hold phn a little away from mouth, the person cannot hear my voice","My iphone 6s hs crackling sound coming on call and whn I hold phn a little away from mouth, the person cannot hear my voice",@124483 We're here to help! Which version of the iOS is on the iPhone and when did you first notice this issue?,We're here to help! Which version of the iOS is on the iPhone and when did you first notice this issue?,7,False
conv_39625,39625,124667,audio_sound,@AppleSupport help...my alarm keeps going off between 1 and 10 minutes later than it is set for...,help...my alarm keeps going off between 1 and 10 minutes later than it is set for...,@124667  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,We want to help. Send us a DM letting us know if you are updated to iOS 11.1,2,True
conv_80008,80008,133760,audio_sound,@AppleSupport did option to mute individual iMessage threads disappear in #iOS11?,did option to mute individual iMessage threads disappear in #iOS11?,"@133760 We're glad to hear you got it figured out. If you run into any issues in the future, reach back out and we'll be happy to help.","We're glad to hear you got it figured out. If you run into any issues in the future, reach back out and we'll be happy to help.",4,False
conv_87015,87015,135040,audio_sound,"@115858 @AppleSupport I urgently request an option (toggle) to force the ringtone to always additionally be played via internal speaker even when headsets or other devices are connected.
I like to have my phone lying around with speakers connected, dont like to miss calls.","I urgently request an option (toggle) to force the ringtone to always additionally be played via internal speaker even when headsets or other devices are connected. I like to have my phone lying around with speakers connected, dont like to miss calls.",@135040 We care about the feedback you have for us. Feel free to share your feedback and suggestions here: https://t.co/eTPVYVFyd8,We care about the feedback you have for us. Feel free to share your feedback and suggestions here:,2,True
conv_87208,87208,135088,audio_sound,"@AppleSupport My alarm keeps switching its self off at night, air plane mode, blue tooth are all turned on. Videos are playing, photos being taken and Snapchat messages being sent all while I’m asleep. What is going on?","My alarm keeps switching its self off at night, air plane mode, blue tooth are all turned on. Videos are playing, photos being taken and Snapchat messages being sent all while I’m asleep. What is going on?","@135088 That certainly isn't expected behavior, and we'll want to figure out what's going on. Send us a DM with the exact iOS version currently installed on your device and we'll go from there. https://t.co/GDrqU22YpT","That certainly isn't expected behavior, and we'll want to figure out what's going on. Send us a DM with the exact iOS version currently installed on your device and we'll go from there.",3,True
conv_94907,94907,136631,audio_sound,@AppleSupport third pair of lightning cable headphones have broken in a year with only one headphone carrying sound...why does this keep happening? Just made cheap? May be time to get a new product.,third pair of lightning cable headphones have broken in a year with only one headphone carrying sound...why does this keep happening? Just made cheap? May be time to get a new product.,@136631 We'd like to look into this with you. Reach out via DM using the link below and let us know what country you're located in. https://t.co/GDrqU22YpT,We'd like to look into this with you. Reach out via DM using the link below and let us know what country you're located in.,2,True
conv_95783,95783,136853,audio_sound,@115858 @AppleSupport my iphone X earpiece has a crackling sound every time i play music or put calls on loudspeaker,my iphone X earpiece has a crackling sound every time i play music or put calls on loudspeaker,"@136853 We're here to help! We have a few questions to help us learn more. Is the volume high on your iPhone X? Does it happen while using headphones? DM us more details, including the exact version of the operating system that's installed, and we'll get started. https://t.co/GDrqU22YpT","We're here to help! We have a few questions to help us learn more. Is the volume high on your iPhone X? Does it happen while using headphones? DM us more details, including the exact version of the operating system that's installed, and we'll get started.",4,True
conv_96937,96937,137158,audio_sound,"@AppleSupport 
Hello, 
my iphone 5C less than two years old explosed in the classoom, what triggered the fire alarm.
what do you propose? https://t.co/2qqPtOZLWe","Hello, my iphone 5C less than two years old explosed in the classoom, what triggered the fire alarm. what do you propose?","@137158 This definitely isn't expected, and we want to help. Send us a DM with your country/location, and we'll continue there: https://t.co/GDrqU22YpT","This definitely isn't expected, and we want to help. Send us a DM with your country/location, and we'll continue there:",2,True
conv_97047,97047,137185,audio_sound,"@AppleSupport bought a new MacBook Air last week and now it won’t turn on at all, tried all the variations for recovery mode and hardbooting. Makes a quiet whirring sound and then stops.","bought a new MacBook Air last week and now it won’t turn on at all, tried all the variations for recovery mode and hardbooting. Makes a quiet whirring sound and then stops.","@137185 We want you to be able to use your new MacBook Air as expected. Please send us a DM, so we can gather more information about this. https://t.co/GDrqU22YpT","We want you to be able to use your new MacBook Air as expected. Please send us a DM, so we can gather more information about this.",2,True
conv_105429,105429,139289,audio_sound,Why does my Siri sound fucked up!!! Anyone else having this problem?? @AppleSupport,Why does my Siri sound fucked up!!! Anyone else having this problem?? @AppleSupport,@139289 We'd be happy to look into this with you. Send us a DM and we'll continue working from there. https://t.co/GDrqU22YpT,We'd be happy to look into this with you. Send us a DM and we'll continue working from there.,2,True
conv_109007,109007,140190,audio_sound,Why do my earphones sound like they’re only half as loud as they would be full volume?!!! @AppleSupport,Why do my earphones sound like they’re only half as loud as they would be full volume?!!! @AppleSupport,@140190 We're happy to help. Let's make sure you can continue to enjoy using your earphones. When did this issue start? Are this the earphones that came with your phone? Let us know to continue.,We're happy to help. Let's make sure you can continue to enjoy using your earphones. When did this issue start? Are this the earphones that came with your phone? Let us know to continue.,3,False
conv_109044,109044,140202,audio_sound,@AppleSupport The alert tone I bought won’t work and it makes the default sound please help,The alert tone I bought won’t work and it makes the default sound please help,"@140202 Hi. We are here to help. Is this a ringtone that was purchased? When you go to your Sound settings do you see the tone assigned to the appropriate app? Check out this link just to confirm that everything is set up the way you want it:

https://t.co/Pm4DavkQln",Hi. We are here to help. Is this a ringtone that was purchased? When you go to your Sound settings do you see the tone assigned to the appropriate app? Check out this link just to confirm that everything is set up the way you want it:,4,True
conv_109097,109097,140215,audio_sound,"@AppleSupport Hi, any thoughts on why my iPhone is suddenly making a crackling sound when I refresh Twitter, as  an example. Sounds vaguely like an electrical interference?  Thanks.","Hi, any thoughts on why my iPhone is suddenly making a crackling sound when I refresh Twitter, as an example. Sounds vaguely like an electrical interference? Thanks.","@140215 Hello. We are here to help. How long has this issue with the crackling sound been occurring? Have their been any recent changes to your device? What is your iOS version? Also, what model of iPhone do you have? Thanks","Hello. We are here to help. How long has this issue with the crackling sound been occurring? Have their been any recent changes to your device? What is your iOS version? Also, what model of iPhone do you have? Thanks",4,False
conv_112885,112885,141093,audio_sound,MY PHONE WONT FUCKING GO OFF HEADPHONE MODE @AppleSupport thoughts?,MY PHONE WONT FUCKING GO OFF HEADPHONE MODE @AppleSupport thoughts?,@141093 We're here to help. When did this start happening? When you have headphones in do they work normally?,We're here to help. When did this start happening? When you have headphones in do they work normally?,3,False
conv_114487,114487,141454,audio_sound,"Help @AppleSupport, why does the audio stop recording when I use FaceTime? Just tryna make thanksgiving memories pls https://t.co/Ol4byLxLwK","Help @AppleSupport, why does the audio stop recording when I use FaceTime? Just tryna make thanksgiving memories pls","@141454 What you are seeing with FaceTime and screen recordings is expected. We welcome feedback on our apps and ways we can make them better, and you can leave that here: https://t.co/eTPVYVFyd8","What you are seeing with FaceTime and screen recordings is expected. We welcome feedback on our apps and ways we can make them better, and you can leave that here:",2,True
conv_123688,123688,143654,audio_sound,Can I really not just use a song on my phone as a ringtone? @AppleSupport,Can I really not just use a song on my phone as a ringtone? @AppleSupport,@143654 Here's the best information available for ringtones. https://t.co/Pm4DavkQln,Here's the best information available for ringtones.,3,True
conv_145239,145239,148916,audio_sound,@AppleSupport helppppp. What is going on with my sound?!??! https://t.co/Rl3YHVIzPh,helppppp. What is going on with my sound?!??!,"@148916 We want to make sure you're able to hear things clearly with your Mac. Have you seen that issue with just YouTube videos, or other audio as well? Let us know in DM to continue. https://t.co/GDrqU22YpT","We want to make sure you're able to hear things clearly with your Mac. Have you seen that issue with just YouTube videos, or other audio as well? Let us know in DM to continue.",2,True
conv_146644,146644,149287,audio_sound,"why @115858 @AppleSupport are still having this volume thing till now! very weird and annoying. 

#UI #UX 🤔 https://t.co/EE5dz4XuPb",why @115858 @AppleSupport are still having this volume thing till now! very weird and annoying. #UI #UX 🤔,@149287 Thanks for reaching out. We can definitely look into this with you. Can you tell us what's happening specifically? Which device are you using? DM us and let us know. https://t.co/GDrqU22YpT,Thanks for reaching out. We can definitely look into this with you. Can you tell us what's happening specifically? Which device are you using? DM us and let us know.,2,True
conv_146713,146713,149307,audio_sound,3x this week my alarm has not gone off and I’ve nearly been late to work but I’ve changed absolutely nothing and it’s been set properly... @AppleSupport explain?,3x this week my alarm has not gone off and I’ve nearly been late to work but I’ve changed absolutely nothing and it’s been set properly... @AppleSupport explain?,"@149307 We certainly don't want you missing out on anything, so it's important for your alarms to work as expected. If they aren't, go ahead and let us know which iOS version you have installed under Settings > General > About.","We certainly don't want you missing out on anything, so it's important for your alarms to work as expected. If they aren't, go ahead and let us know which iOS version you have installed under Settings > General > About.",8,False
conv_164244,164244,154044,audio_sound,Is @AppleSupport ever going to #fix the ringtone issue? It's a bit frustrating since so many of us have #purchased (from @115858) #ringtones which now can't be used. Looking forward to the fix.,Is @AppleSupport ever going to #fix the ringtone issue? It's a bit frustrating since so many of us have #purchased (from @115858) #ringtones which now can't be used. Looking forward to the fix.,"@154044 We appreciate you reaching out to us when you're experiencing an issue. Please meet up with us in DM, we'd like to know more about what you're experiencing. https://t.co/GDrqU22YpT","We appreciate you reaching out to us when you're experiencing an issue. Please meet up with us in DM, we'd like to know more about what you're experiencing.",2,True
conv_174126,174126,156802,audio_sound,"@AppleSupport @156803 #iOS11 has made calls on my #iPhone6 inaudible unless I use headphones 🎧 or place the call on speaker. I upgraded to iOS11.1.2, the problem remains.Any help?","#iOS11 has made calls on my #iPhone6 inaudible unless I use headphones 🎧 or place the call on speaker. I upgraded to iOS11.1.2, the problem remains.Any help?",@156802 We want to help. Meet us in DM and tell us what happens when using the built in receiver to make calls. https://t.co/GDrqU22YpT,We want to help. Meet us in DM and tell us what happens when using the built in receiver to make calls.,2,True
